PassengerId,LR
0092_01,0.33418003868431245
0092_02,0.6862393369118075
0092_03,0.6862393369118075
0097_01,0.7305452142174731
0098_01,0.41513893584819095
0098_02,0.5534486452076003
0099_01,0.3720765462512855
0099_02,0.6906581753487364
0101_01,0.6954757464665056
0102_01,0.0645915902427726
0103_01,0.5674033525934468
0103_02,0.8212992139875196
0103_03,0.793528995836351
0105_01,0.2693602275020463
0107_01,0.38795827726490545
0108_01,0.7931937189694788
0108_02,0.378916502162687
0108_03,0.6229577063958485
0110_01,0.0983271979987268
0110_02,0.5168057912883414
0110_03,0.08659820564745552
0110_04,0.924891050103517
0111_01,0.9389967884438737
0112_01,0.8982411582737505
0113_01,0.5717808728642092
0114_01,0.34988360566516236
0115_01,0.7231169628691212
0116_01,0.46528871829568097
0119_01,0.11908259713619383
0119_02,0.9363217470860543
0120_01,0.7231169628691212
0122_01,0.06292602831417468
0123_01,0.5647393595887102
0126_01,0.8207835000047411
0127_01,0.2758683267329405
0128_01,0.17601317258481797
0128_02,0.26606150103893517
0129_01,0.8272667886589706
0133_01,0.8177329135275917
0133_02,0.22636101092589328
0134_01,0.6360345846031803
0136_01,0.3062327581851032
0138_01,0.6910949459752973
0138_02,0.07308192730089882
0139_01,0.9601126330659853
0140_01,0.6906581753487364
0140_02,0.046804897617823804
0141_01,0.29726104734426634
0144_01,0.836120771839603
0146_01,0.6330608901319206
0147_01,0.8001983306542814
0148_01,0.07947729565887372
0149_01,0.8272667886589706
0151_01,0.7319796854507743
0152_01,0.13739191824672467
0160_01,0.038983342538866844
0163_01,0.9278408181233965
0163_02,0.9278408181233965
0164_01,0.10055492218553552
0164_02,0.8243029363065861
0165_01,0.7231169628691212
0167_01,0.8177329135275917
0167_02,0.06685016967926259
0169_01,0.6954757464665056
0170_01,0.0680872292775808
0171_01,0.8272667886589706
0172_01,0.6954757464665056
0173_01,0.6775060593442793
0174_01,0.03792593875614774
0177_01,0.19915705476507622
0178_01,0.07917818431379535
0179_01,0.5518795289057338
0179_02,0.4856233164217955
0179_03,0.4856233164217955
0181_01,0.052773380187496145
0182_01,0.9198608112726772
0183_01,0.4631364926421235
0186_01,0.048268514817967935
0188_01,0.8001983306542814
0189_01,0.08867666556832317
0190_01,0.8272667886589706
0192_01,0.686679516247431
0192_02,0.4856233164217955
0192_03,0.10837096751043863
0193_01,0.7147917283586852
0193_02,0.04608656256731804
0193_03,0.5191425941080282
0195_01,0.325020853061404
0196_01,0.281700380535613
0197_01,0.2323100196872386
0198_01,0.7319796854507743
0199_01,0.8001983306542814
0200_01,0.6954757464665056
0201_01,0.9575346977114823
0201_02,0.9575346977114823
0202_01,0.9389363097222296
0202_02,0.5157805797604481
0203_01,0.9526709984758521
0205_01,0.27366492373460005
0206_01,0.5233319622745645
0207_01,0.7319796854507743
0210_01,0.9230957306467037
0211_01,0.243968874952218
0211_02,0.714374615686861
0211_03,0.09291745848733589
0212_01,0.02206950637182862
0212_02,0.07525065222457113
0213_01,0.13957659236436776
0216_01,0.26120640935332695
0217_01,0.06520776067432882
0219_01,0.6954757464665056
0220_01,0.6686825645397512
0220_02,0.46507417586902305
0220_03,0.6686825645397512
0220_04,0.5215561250785222
0220_05,0.10268057286827652
0220_06,0.5097271223352161
0220_07,0.6686825645397512
0221_01,0.353076438216306
0221_02,0.3226225425893746
0221_03,0.4270489668194565
0221_04,0.8220263865993951
0221_05,0.0471427491322644
0221_06,0.14403151589313318
0221_07,0.8220263865993951
0222_01,0.12908107744471814
0222_02,0.8140237012845957
0222_03,0.8337645352174715
0223_01,0.5806958288879273
0224_01,0.07376113692021125
0225_01,0.7319796854507743
0229_01,0.07476661157389797
0231_01,0.06689330576822197
0232_01,0.8272667886589706
0233_01,0.14511948878514414
0234_01,0.36683385906591265
0237_01,0.9292080779368953
0239_01,0.014862229153471145
0240_01,0.7231169628691212
0241_01,0.1251386932870035
0242_01,0.1823726057124177
0243_01,0.8001983306542814
0244_01,0.6910949459752973
0244_02,0.8428922466060396
0245_01,0.8443679389387322
0245_02,0.1889824671224466
0246_01,0.13929424350867475
0248_01,0.07205118615296095
0250_01,0.8272667886589706
0251_01,0.9601126330659853
0252_01,0.5560259942581727
0253_01,0.33614794916772817
0254_01,0.3332635084084278
0255_01,0.9633995323322395
0257_01,0.3816961398154559
0257_02,0.8177329135275917
0258_01,0.16406771001084602
0260_01,0.24570162528776124
0261_01,0.09240765316492157
0263_01,0.6954757464665056
0265_01,0.9462425138330782
0267_01,0.08214971088100026
0269_01,0.8613688929500413
0270_01,0.24698721381179925
0275_01,0.9546467932731902
0277_01,0.2856069453912074
0278_01,0.025112071979576434
0278_02,0.12756545165369684
0281_01,0.577724060736115
0282_01,0.7287127004360895
0283_01,0.7279185788681537
0283_02,0.3543371393948867
0285_01,0.8958176750315712
0285_02,0.9113668039711152
0286_01,0.28821900977213855
0287_01,0.8871723836549005
0287_02,0.5679415884962264
0288_01,0.2011997720133307
0289_01,0.9601126330659853
0290_01,0.45983048060180565
0290_02,0.9558273017146722
0290_03,0.9558273017146722
0290_04,0.917673696620677
0291_01,0.7935374189838087
0294_01,0.9583645703424157
0297_01,0.2420855188317375
0298_01,0.9472281853226059
0301_01,0.6954757464665056
0302_01,0.12753449449218537
0303_01,0.8001983306542814
0304_01,0.13598315810860342
0305_01,0.3599590617325956
0306_01,0.406404092325144
0307_01,0.7035481800366249
0309_01,0.26729039681921196
0310_01,0.039283565167243926
0313_01,0.47240162107824035
0313_02,0.7196817510928708
0313_03,0.057931782669981884
0313_04,0.5251586954156678
0314_01,0.06562100246957162
0315_01,0.8272667886589706
0316_01,0.891613455063414
0316_02,0.9575346977114823
0320_01,0.22169215356687622
0320_02,0.28371144554385486
0321_01,0.375910805601494
0322_01,0.8272667886589706
0324_01,0.7319796854507743
0326_01,0.8001983306542814
0327_01,0.38567499970869384
0330_01,0.8925189548859839
0330_02,0.375065548190303
0330_03,0.1663707268338808
0331_01,0.21754609598136615
0333_01,0.7574629960928976
0334_01,0.06844662232313072
0336_01,0.21526110436215956
0337_01,0.8398698413544081
0337_02,0.2235730671658256
0337_03,0.6927592986455041
0338_01,0.8001983306542814
0340_01,0.9649439348193938
0341_01,0.7319796854507743
0343_01,0.015877342522939087
0345_01,0.8396727522564239
0346_01,0.7319796854507743
0347_01,0.4615712252279998
0348_01,0.5889557331404603
0348_02,0.29086506225086367
0350_01,0.7319796854507743
0352_01,0.27414932415288773
0355_01,0.6954757464665056
0356_01,0.9401069049818148
0357_01,0.07107821286249184
0358_01,0.7968840588475589
0358_02,0.8243029363065861
0359_01,0.2999307754464249
0360_01,0.319897291437296
0361_01,0.11944884344122166
0365_01,0.09748398738067188
0368_01,0.21892906689852212
0368_02,0.7189731238339555
0369_01,0.18751726921869086
0370_01,0.04836361133220349
0371_01,0.7231169628691212
0372_01,0.08445018094854159
0373_01,0.6954757464665056
0375_01,0.3014830935760511
0376_01,0.3772984012331045
0377_01,0.30402731179261866
0378_01,0.17611957669844
0378_02,0.9605134726268659
0378_03,0.0611023232960948
0378_04,0.9531429714604396
0378_05,0.9531429714604396
0378_06,0.36775113701406464
0378_07,0.9531429714604396
0379_01,0.12913786231146498
0380_01,0.889218216921871
0381_01,0.9389363097222296
0381_02,0.9389363097222296
0382_01,0.034190126618261756
0383_01,0.0411697820522133
0383_02,0.8243029363065861
0384_01,0.6689883601937441
0384_02,0.43799872456476896
0385_01,0.2244848781789931
0387_01,0.6954757464665056
0388_01,0.8001983306542814
0389_01,0.48153327294411163
0391_01,0.47927928306712403
0392_01,0.17259535584539082
0395_01,0.26836294292174073
0395_02,0.5004831936364321
0396_01,0.8001983306542814
0397_01,0.8207835000047411
0398_01,0.18962446990048723
0401_01,0.2749927695058255
0401_02,0.15179762502274774
0402_01,0.9546467932731902
0403_01,0.38817342384578774
0405_01,0.10313622792243822
0407_01,0.046488823579349414
0407_02,0.21734531857207
0407_03,0.686679516247431
0408_01,0.39758137046778563
0409_01,0.6669148554892612
0410_01,0.3559642871938319
0411_01,0.09552328907825439
0412_01,0.7943305138509821
0413_01,0.10873855077223275
0415_01,0.8001983306542814
0417_01,0.9375051335924081
0417_02,0.15978082132253973
0417_03,0.9263097626298283
0423_01,0.5614448094018544
0425_01,0.10646846556736153
0425_02,0.7147917283586852
0425_03,0.7147917283586852
0427_01,0.17842222065714763
0428_01,0.28928542971834664
0429_01,0.8193350255566287
0429_02,0.9685880081160707
0430_01,0.5823562463701766
0431_01,0.7231169628691212
0432_01,0.2779666389040596
0433_01,0.9389363097222296
0433_02,0.10200518569998278
0434_01,0.8207835000047411
0435_01,0.8001983306542814
0436_01,0.6689883601937441
0436_02,0.14282772299730484
0437_01,0.10961258596952508
0437_02,0.47854438782009545
0438_01,0.9583645703424157
0439_01,0.2701681703783832
0441_01,0.1938322083579284
0442_01,0.5284693497870943
0444_01,0.4439965135046334
0444_02,0.21417074937396657
0445_01,0.026408540400555514
0445_02,0.08025525158040575
0446_01,0.9401069049818148
0447_01,0.6203035614196452
0448_01,0.08280132710301405
0448_02,0.7275133455882263
0449_01,0.8001983306542814
0452_01,0.8396727522564239
0453_01,0.9566890316811654
0453_02,0.8850936516160078
0453_03,0.9566890316811654
0454_01,0.6447106945717939
0454_02,0.9565192342282746
0454_03,0.9566042122344242
0456_01,0.20965810920454198
0457_01,0.3805123064183186
0457_02,0.686679516247431
0457_03,0.4856233164217955
0458_01,0.9546467932731902
0459_01,0.07318398130318761
0460_01,0.8272667886589706
0461_01,0.7785765744231805
0461_02,0.2809104557052593
0461_03,0.6644103838110017
0462_01,0.8272667886589706
0463_01,0.04164735212643266
0463_02,0.4489407003414336
0465_01,0.02980813007389605
0465_02,0.35925715901091826
0466_01,0.5721629173792679
0468_01,0.6954757464665056
0470_01,0.8428922466060396
0470_02,0.8177329135275917
0471_01,0.15092658147212998
0471_02,0.8794137022129407
0472_01,0.38408719965472
0474_01,0.8272667886589706
0475_01,0.11250251526130862
0476_01,0.165770256972466
0476_02,0.7147917283586852
0476_03,0.7147917283586852
0477_01,0.11269066317667174
0480_01,0.12459227788728507
0481_01,0.8001983306542814
0482_01,0.2620950111240737
0482_02,0.25465305866196497
0485_01,0.33138355858500385
0487_01,0.2031073852553765
0488_01,0.7319796854507743
0490_01,0.8001983306542814
0498_01,0.8871723836549005
0498_02,0.9642403081032247
0499_01,0.8428922466060396
0499_02,0.6884814232272437
0500_01,0.20729771847656958
0501_01,0.4451291645822513
0502_01,0.15011327078951656
0503_01,0.6543683496773899
0503_02,0.15548239056231097
0503_03,0.4377420608718137
0504_01,0.961287486424322
0504_02,0.961287486424322
0504_03,0.961287486424322
0504_04,0.47249477405281465
0504_05,0.961287486424322
0504_06,0.961287486424322
0506_01,0.8207835000047411
0507_01,0.6330608901319206
0510_01,0.6597733659682953
0512_01,0.6291562099367707
0512_02,0.9451848453275112
0513_01,0.7319796854507743
0515_01,0.9583645703424157
0516_01,0.7058249693415051
0517_01,0.04768458625202167
0518_01,0.8207835000047411
0519_01,0.8001983306542814
0520_01,0.23881119829973463
0521_01,0.2988126593236089
0522_01,0.3254654132351264
0523_01,0.5894335580534429
0525_01,0.6954757464665056
0527_01,0.29310842249038394
0527_02,0.8177329135275917
0528_01,0.09647851736015502
0529_01,0.7319796854507743
0531_01,0.7279185788681537
0531_02,0.7279185788681537
0533_01,0.17461758928674734
0534_01,0.09106387143397661
0534_02,0.2805012530153703
0537_01,0.040602298549926974
0538_01,0.5182295765995107
0539_01,0.9135718659078554
0539_02,0.926688050318431
0539_03,0.926688050318431
0539_04,0.9135718659078554
0539_05,0.5268317645169792
0540_01,0.8177329135275917
0540_02,0.05430063615985709
0542_01,0.06707158298733493
0545_01,0.056261633170986584
0546_01,0.691721810088299
0547_01,0.589270917191882
0548_01,0.8398393349367771
0549_01,0.11769502066625508
0549_02,0.8177329135275917
0550_01,0.15964263495589917
0551_01,0.09685370936094785
0552_01,0.9601126330659853
0553_01,0.9183288878423035
0553_02,0.5950516650245385
0555_01,0.9307778551370618
0555_02,0.4113514569291186
0556_01,0.5861164477056681
0559_01,0.6015459371802074
0560_01,0.6229577063958485
0560_02,0.6639542293682655
0560_03,0.3231829796107005
0561_01,0.30022166649682813
0563_01,0.36747314414484056
0564_01,0.9377443505664997
0564_02,0.9264492415734614
0564_03,0.16817285505072618
0565_01,0.2954654685020586
0566_01,0.8396727522564239
0567_01,0.8001983306542814
0568_01,0.5437593043989837
0568_02,0.9537463947381531
0569_01,0.7470015973665008
0570_01,0.23050961948813634
0571_01,0.9236950341455779
0571_02,0.9100953221145137
0571_03,0.9100953221145137
0571_04,0.9229711744567809
0571_05,0.9236950341455779
0571_06,0.14787768978911012
0571_07,0.9100953221145137
0572_01,0.06827193570161354
0573_01,0.14162014042280122
0575_01,0.8977248201897945
0576_01,0.6828933449205309
0577_01,0.27242894727784367
0579_01,0.68745467610499
0579_02,0.4354857700580051
0580_01,0.6954757464665056
0581_01,0.35425231338568036
0582_01,0.7231169628691212
0583_01,0.8146421271665348
0583_02,0.8146421271665348
0583_03,0.8146421271665348
0585_01,0.7147917283586852
0585_02,0.7147917283586852
0585_03,0.28981154523541786
0586_01,0.9093996824193649
0587_01,0.24095379174849502
0588_01,0.7319796854507743
0589_01,0.3739380136303988
0590_01,0.03367794066737179
0591_01,0.8272667886589706
0593_01,0.21418469858615338
0594_01,0.6689883601937441
0594_02,0.03557578353009705
0596_01,0.05271000659504522
0597_01,0.7279185788681537
0597_02,0.6910949459752973
0598_01,0.8001983306542814
0599_01,0.513997759640386
0599_02,0.513997759640386
0599_03,0.050622436038293174
0599_04,0.710573162935979
0600_01,0.7982035644014185
0602_01,0.7147917283586852
0602_02,0.5524904404394595
0602_03,0.7147917283586852
0603_01,0.14783979876646178
0607_01,0.08717374208509239
0607_02,0.20575481057361197
0607_03,0.29817442674787364
0608_01,0.49592051669493686
0609_01,0.15393018951648127
0610_01,0.3036894936271914
0611_01,0.8272667886589706
0612_01,0.9292080779368953
0614_01,0.6330608901319206
0615_01,0.792858039784417
0615_02,0.6229577063958485
0615_03,0.8209988594001164
0618_01,0.3510557340780466
0618_02,0.2954806968875276
0619_01,0.9517333576586801
0619_02,0.9593161235236004
0623_01,0.8001983306542814
0628_01,0.061914125381084165
0629_01,0.08172288024713813
0630_01,0.8207835000047411
0631_01,0.8207835000047411
0633_01,0.08280463747134398
0634_01,0.11014254774789727
0635_01,0.7033435760657917
0635_02,0.08783427413480957
0636_01,0.05516596025530367
0636_02,0.12991131646045628
0637_01,0.6928828168836223
0638_01,0.9401069049818148
0639_01,0.2678695365351619
0641_01,0.06162046488343567
0642_01,0.4799971645532214
0642_02,0.508455941799309
0642_03,0.3209606797422878
0642_04,0.9568342308416742
0642_05,0.9568342308416742
0643_01,0.4315298875312605
0644_01,0.8977248201897945
0645_01,0.1338128603553304
0646_01,0.9601126330659853
0647_01,0.8146421271665348
0647_02,0.8146421271665348
0647_03,0.5119993591042203
0650_01,0.8272667886589706
0653_01,0.8396727522564239
0655_01,0.4020936722291828
0656_01,0.0712553464764378
0657_01,0.5712934549473205
0657_02,0.45475097048973073
0658_01,0.2998636388746947
0659_01,0.8001983306542814
0660_01,0.8001983306542814
0661_01,0.21399779686010195
0663_01,0.15060937863832274
0664_01,0.04519208947632137
0665_01,0.3502139738791443
0665_02,0.07570018677473393
0668_01,0.06858478804318124
0669_01,0.19276496876578272
0671_01,0.7319796854507743
0672_01,0.10024377688139557
0674_01,0.8272667886589706
0677_01,0.8001983306542814
0678_01,0.8001983306542814
0679_01,0.13937292100806414
0680_01,0.7234101360355315
0680_02,0.6862393369118075
0680_03,0.6857988221341821
0682_01,0.8207835000047411
0683_01,0.48851887251006
0684_01,0.5191425941080282
0684_02,0.5191425941080282
0684_03,0.7147917283586852
0685_01,0.3059673022592556
0686_01,0.7189731238339555
0686_02,0.14556049610952684
0687_01,0.10410803204773036
0688_01,0.14527746112686643
0689_01,0.9583645703424157
0690_01,0.8207835000047411
0691_01,0.522556597940703
0691_02,0.4481138916847433
0691_03,0.8340477994152229
0693_01,0.8871723836549005
0693_02,0.40489665621320603
0696_01,0.6215004793135387
0697_01,0.34787482240318957
0699_01,0.817427897290013
0699_02,0.24146373513314293
0701_01,0.9462425138330782
0702_01,0.10809217295771005
0703_01,0.8001983306542814
0704_01,0.6954757464665056
0705_01,0.614249540909439
0707_01,0.8001983306542814
0709_01,0.7072333898906982
0709_02,0.9679550943274147
0709_03,0.8850936516160078
0710_01,0.01942543327880884
0712_01,0.06314538297041608
0712_02,0.7189731238339555
0713_01,0.1305951657223969
0714_01,0.7070453726646964
0714_02,0.46507417586902305
0714_03,0.5097271223352161
0714_04,0.7070453726646964
0714_05,0.7070453726646964
0714_06,0.7070453726646964
0714_07,0.7070453726646964
0715_01,0.889218216921871
0718_01,0.06705338177082254
0719_01,0.5626545648769504
0724_01,0.07454197259816187
0726_01,0.6954757464665056
0727_01,0.03423915639666649
0728_01,0.05459847257575729
0729_01,0.6892232515305056
0732_01,0.5924492660890808
0733_01,0.2694892083948859
0734_01,0.09378548376930525
0736_01,0.2680906153972108
0737_01,0.6240259148230456
0738_01,0.7231169628691212
0740_01,0.05479216263443665
0740_02,0.9294386113723716
0740_03,0.4018041216923321
0743_01,0.8001983306542814
0746_01,0.8001983306542814
0750_01,0.14163357404429067
0753_01,0.9450239876153281
0753_02,0.3813721731626719
0753_03,0.8848854920608539
0754_01,0.9230957306467037
0756_01,0.963451145392483
0756_02,0.3974926667035087
0756_03,0.9566042122344242
0757_01,0.05951730784211132
0761_01,0.571284291261281
0762_01,0.8272667886589706
0764_01,0.8001983306542814
0765_01,0.23863519686406082
0765_02,0.13780061859989148
0767_01,0.29863837160854234
0768_01,0.16932556688481848
0768_02,0.9278408181233965
0769_01,0.9649439348193938
0770_01,0.7828713801774083
0770_02,0.37604414816428056
0770_03,0.7828713801774083
0770_04,0.8117349560701023
0770_05,0.6500273431663846
0770_06,0.8104816085175655
0771_01,0.6954757464665056
0772_01,0.20580590363065046
0772_02,0.9450486568947434
0772_03,0.830889383525751
0772_04,0.8815002938072783
0773_01,0.11035660534059055
0776_01,0.4408558892746519
0777_01,0.6343253384525136
0779_01,0.13471467903975937
0781_01,0.1847041296558448
0782_01,0.7231169628691212
0784_01,0.9601126330659853
0785_01,0.17097138665162398
0786_01,0.6954757464665056
0787_01,0.6954757464665056
0788_01,0.17897810397934305
0789_01,0.34636582000018945
0789_02,0.5621854073491307
0789_03,0.9618435782736408
0790_01,0.8272667886589706
0791_01,0.7319796854507743
0793_01,0.07500630659838406
0794_01,0.8428922466060396
0794_02,0.8428922466060396
0795_01,0.15836678586759195
0796_01,0.9546467932731902
0797_01,0.1862601620474207
0798_01,0.8456012509852907
0799_01,0.62889590758159
0802_01,0.8207835000047411
0805_01,0.7332073047019066
0806_01,0.10963283149575928
0806_02,0.6282621331331069
0808_01,0.5815344860207836
0809_01,0.6496940530664294
0809_02,0.32168142943248745
0809_03,0.11081612843603296
0809_04,0.6496940530664294
0811_01,0.06404493772033014
0811_02,0.8143331130037528
0811_03,0.6539056556946728
0813_01,0.7231169628691212
0815_01,0.3225461102757096
0816_01,0.20420618412268
0817_01,0.6954757464665056
0818_01,0.9083883118730666
0819_01,0.8272667886589706
0820_01,0.7991795396466619
0820_02,0.21772392629920403
0822_01,0.5276414624896415
0823_01,0.8243029363065861
0823_02,0.5771473903847647
0824_01,0.2050465612413274
0825_01,0.6954757464665056
0826_01,0.35650045577666895
0828_01,0.15184502706118794
0828_02,0.20645048130566113
0829_01,0.47295525375938136
0830_01,0.0844243806915547
0833_01,0.889218216921871
0834_01,0.049349068187810236
0835_01,0.048269009955922995
0836_01,0.6577371199622437
0839_01,0.5611958372078513
0840_01,0.2758229921286707
0845_01,0.18552689045337725
0846_01,0.8001983306542814
0848_01,0.7189731238339555
0848_02,0.7189731238339555
0849_01,0.9066593361518772
0849_02,0.9642403081032247
0850_01,0.8396727522564239
0851_01,0.37132242599074433
0853_01,0.9692088189763159
0859_01,0.8001983306542814
0860_01,0.2094450906196048
0863_01,0.793528995836351
0863_02,0.6234379486477466
0863_03,0.793528995836351
0865_01,0.9641697230883062
0865_02,0.9641697230883062
0867_01,0.7491069145273284
0868_01,0.8001983306542814
0869_01,0.4657825903058578
0870_01,0.19114880195153525
0871_01,0.6491437675304438
0873_01,0.01630422656330717
0874_01,0.8317408671432565
0875_01,0.6330608901319206
0876_01,0.7134325604677392
0877_01,0.9320935374023276
0878_01,0.1324154986898343
0879_01,0.10504036793578979
0881_01,0.17628750164073068
0883_01,0.11988898608251689
0885_01,0.7968840588475589
0885_02,0.8243029363065861
0889_01,0.8288773348871673
0889_02,0.6797638431113076
0890_01,0.4309172048408065
0893_01,0.7319796854507743
0898_01,0.8001983306542814
0899_01,0.5659626873553805
0899_02,0.6910949459752973
0901_01,0.5622459364433626
0902_01,0.10387265070441941
0903_01,0.8272667886589706
0904_01,0.304927231597687
0905_01,0.15583347811482284
0906_01,0.634714238672875
0907_01,0.3847515196467254
0907_02,0.5217328268582496
0910_01,0.8001983306542814
0911_01,0.0566645418201308
0911_02,0.14625354100867602
0912_01,0.4786810659300774
0913_01,0.18224073783076697
0915_01,0.06071923896047186
0918_01,0.04292411590908326
0919_01,0.07251216037900532
0921_01,0.8272667886589706
0922_01,0.9389363097222296
0922_02,0.3334647653316056
0923_01,0.5753533155408603
0923_02,0.9575346977114823
0924_01,0.6388172876550843
0925_01,0.32616305530987194
0925_02,0.7147917283586852
0925_03,0.7147917283586852
0926_01,0.6573234659774289
0926_02,0.566180381555247
0927_01,0.4995717944109661
0928_01,0.7319796854507743
0930_01,0.01586906403376952
0930_02,0.6910949459752973
0931_01,0.16523031147807074
0932_01,0.6954757464665056
0933_01,0.4333447054763201
0933_02,0.1683783272614091
0935_01,0.07895345245618847
0938_01,0.07825092607106615
0938_02,0.7202668460628109
0938_03,0.6234379486477466
0939_01,0.7319796854507743
0940_01,0.2779801350250717
0941_01,0.11559828045640846
0942_01,0.30114764387798715
0944_01,0.2587484443820726
0944_02,0.5354215974819967
0946_01,0.02686686111875011
0947_01,0.31352650524575293
0949_01,0.7319796854507743
0951_01,0.8272667886589706
0952_01,0.42690700463929193
0953_01,0.11686654279119633
0955_01,0.8272667886589706
0956_01,0.6730209473447288
0957_01,0.7231169628691212
0960_01,0.2893828216862382
0961_01,0.6789525973513053
0964_01,0.9278408181233965
0964_02,0.9278408181233965
0965_01,0.1623221960737072
0966_01,0.07458174256087323
0968_01,0.17274648109680776
0969_01,0.7231169628691212
0970_01,0.6954757464665056
0971_01,0.6954757464665056
0972_01,0.2809063510802218
0975_01,0.6192860570532528
0976_01,0.8001983306542814
0978_01,0.3440895156924837
0979_01,0.922224173243466
0982_01,0.7279185788681537
0982_02,0.35893468526804184
0983_01,0.8272667886589706
0984_01,0.17891482197256947
0984_02,0.6658293849090192
0984_03,0.3115708366532956
0984_04,0.7747167246149336
0984_05,0.08068107942710974
0984_06,0.7747167246149336
0984_07,0.8037490902360658
0984_08,0.7740020462573073
0985_01,0.12435781886631986
0987_01,0.05399952200211393
0988_01,0.7044371498036985
0988_02,0.26841652436141655
0989_01,0.49592051669493686
0990_01,0.5702440886868515
0991_01,0.8001983306542814
0992_01,0.346707056091663
0992_02,0.055983757336182126
0992_03,0.705855390621262
0992_04,0.11046036726837317
0992_05,0.94977725794525
0992_06,0.12065652513947622
0993_01,0.09874526121093849
0994_01,0.7968840588475589
0994_02,0.1017283050597866
0995_01,0.9320935374023276
0997_01,0.2750354844067902
0998_01,0.471775029792014
1000_01,0.2691729742278942
1001_01,0.8001983306542814
1002_01,0.6936291985969849
1002_02,0.33783450296272033
1002_03,0.8146421271665348
1004_01,0.9692088189763159
1005_01,0.11857688540906239
1006_01,0.19007702803868737
1006_02,0.8340477994152229
1006_03,0.4856233164217955
1008_01,0.9593161235236004
1008_02,0.9517333576586801
1011_01,0.14894605366979702
1011_02,0.6910949459752973
1012_01,0.6954757464665056
1013_01,0.8001983306542814
1014_01,0.7231169628691212
1015_01,0.4838682074720301
1017_01,0.3308819648190532
1018_01,0.6954757464665056
1019_01,0.7660613225811905
1020_01,0.7231169628691212
1022_01,0.05967226043566067
1024_01,0.06099790370317461
1024_02,0.680898403138209
1024_03,0.1172081425553007
1024_04,0.524648681145373
1025_01,0.08637650613907673
1026_01,0.8001983306542814
1027_01,0.513997759640386
1027_02,0.09901936299313498
1027_03,0.06491832166484715
1027_04,0.5584441872621555
1029_01,0.7231169628691212
1030_01,0.09786817652328275
1031_01,0.12044854973748045
1032_01,0.7319796854507743
1033_01,0.6954757464665056
1034_01,0.0291467815899655
1035_01,0.3642294468750325
1036_01,0.8272667886589706
1038_01,0.4523339166296116
1040_01,0.48512225288102706
1041_01,0.870336325787265
1043_01,0.20102069516596452
1045_01,0.8288773348871673
1045_02,0.15749766975446422
1046_01,0.09106176094930252
1047_01,0.6954757464665056
1048_01,0.7156788840363564
1049_01,0.7536580699331433
1049_02,0.7189731238339555
1051_01,0.28942442290539866
1052_01,0.42461386221694347
1053_01,0.11835678820855529
1054_01,0.45477125339059205
1056_01,0.7189731238339555
1056_02,0.7536580699331433
1057_01,0.9320935374023276
1058_01,0.11899962625591547
1060_01,0.09905764197578572
1062_01,0.44933893831483335
1063_01,0.11780382546384438
1063_02,0.9278408181233965
1065_01,0.8207835000047411
1066_01,0.7231169628691212
